case_id,prediction_timestamp,purchase_order_event_id,purchase_amount,priority,category,vendor_id,elapsed_hours_to_purchase_order,activities_completed_to_purchase_order,unique_activities_completed,has_budget_review,manager_approval_completed,approval_rework_count,total_rework_events_so_far,average_transition_time_so_far,maximum_transition_time_so_far,sla_breached
C007816,2025-01-10 12:34:37.606191241,C007816_E04,123686.87,High,Services,V015,164.4104461642336,4,4,1,1,0,0,33.325964023237134,52.39042578739362,1
C007817,2025-03-06 14:39:39.789686324,C007817_E03,50557.52,Medium,Office Supplies,V047,26.327719357312223,3,3,0,1,0,0,12.913859678656111,19.466497049599443,0
C007818,2025-02-24 17:50:22.158584307,C007818_E04,110015.36,Medium,Office Supplies,V013,314.6728218289742,4,3,0,1,1,1,99.04417793121128,174.35166487950778,0
C007819,2025-05-30 11:25:17.613475947,C007819_E04,153587.65,Low,IT Equipment,V027,217.2548926322075,4,4,1,1,0,0,70.60685372245852,112.50696420306944,1
C007820,2025-03-07 08:56:04.685269206,C007820_E03,14200.07,High,IT Equipment,V021,68.267968130335,3,3,0,1,0,0,31.646834035657783,43.23778776524973,0
C007821,2025-10-20 08:08:12.624222019,C007821_E04,147855.97,Low,IT Equipment,V047,280.3035067283386,4,4,1,1,0,0,87.20842557025371,100.51781097607778,1
C007822,2025-09-17 15:08:19.352272454,C007822_E03,48298.81,Medium,Services,V035,54.97204229790389,3,3,0,1,0,0,25.972266503684864,29.63633034192667,0
C007823,2025-02-19 16:49:17.768415129,C007823_E03,83737.13,Medium,Software,V002,121.4882690042025,3,3,0,1,0,0,27.048900580413054,28.408168585310275,0
C007824,2025-04-30 09:19:28.725616169,C007824_E03,38336.17,Medium,Maintenance,V003,165.3246460044914,3,3,0,1,0,0,80.23672157177722,139.32173096640446,0
C007825,2025-11-28 11:21:06.352759261,C007825_E03,29493.17,Medium,Office Supplies,V021,91.51843132201694,3,3,0,1,0,0,36.02990656215945,49.458290035998616,0
C007826,2025-03-06 08:33:39.450392542,C007826_E04,208776.27,Medium,Services,V002,143.8942917757061,4,4,1,1,0,0,46.08214399817018,95.95543503303777,0
C007827,2025-11-13 11:39:40.091410323,C007827_E04,84721.61,Medium,Maintenance,V023,406.3278031695342,4,3,0,1,1,1,134.69694228833785,263.5779833998364,1
C007828,2025-05-19 09:32:36.899895613,C007828_E05,58223.76,Medium,Maintenance,V038,335.21024997100363,5,4,1,1,1,1,82.87212708716334,212.20011077727,1
C007829,2025-01-07 15:56:28.253870925,C007829_E04,170034.36,High,Office Supplies,V013,145.60784829747917,4,4,1,1,0,0,42.29866646946537,79.35636057623583,0
C007830,2025-11-10 14:25:53.455091654,C007830_E04,206769.5,Low,Services,V046,169.0981819699039,4,4,1,1,0,0,49.38884250919176,73.08944110919,0
C007831,2025-02-06 09:37:35.507338252,C007831_E03,23166.81,Low,Software,V048,162.95986314951446,3,3,0,1,0,0,72.05679407801291,96.2439805219775,0
C007832,2025-07-24 09:04:34.289307106,C007832_E04,80123.02,Low,Software,V050,213.57619147419612,4,4,1,1,0,0,69.83362477143139,152.0499297625089,1
C007833,2025-09-19 10:47:23.809485322,C007833_E03,54933.97,High,Services,V048,46.789947079256116,3,3,0,1,0,0,22.54593890251222,26.925629123569443,0
C007834,2025-08-18 13:40:28.407187471,C007834_E03,44493.74,Medium,Services,V034,164.84122421874196,3,3,0,1,0,0,74.41140421217973,147.07374230411196,0
C007835,2025-05-01 13:24:37.709872041,C007835_E05,219596.3,Medium,IT Equipment,V019,405.07714163112246,5,4,1,1,1,1,96.76640614885763,279.6898518386572,1
C007836,2025-06-26 10:55:15.058095189,C007836_E03,29767.15,High,Maintenance,V048,71.75418280421917,3,3,0,1,0,0,33.6488284396718,44.365550223605,0
C007837,2025-03-26 08:17:48.281914571,C007837_E03,46798.93,Low,Software,V028,118.96341164293639,3,3,0,1,0,0,56.94303160451138,91.4881467893761,0
C007838,2025-12-24 16:08:42.911465145,C007838_E03,51229.52,Low,Maintenance,V006,123.47858651809584,3,3,0,1,0,0,27.984513816297362,29.995591134765835,0
C007839,2025-07-09 15:34:52.059373295,C007839_E03,43085.1,High,Services,V005,52.24779427035972,3,3,0,1,0,0,24.70994470032639,26.99515823662722,0
C007840,2025-02-18 11:55:02.269642834,C007840_E03,93308.57,Medium,Maintenance,V042,122.08396378967612,3,3,0,1,0,0,58.77920896751236,93.31520542217723,1
C007841,2025-05-20 12:01:25.285968783,C007841_E03,81651.83,Low,Maintenance,V040,146.52369054688415,3,3,0,1,0,0,70.84736874705584,114.9401330998014,0
C007842,2025-06-17 11:17:53.541895619,C007842_E03,15656.25,Medium,Maintenance,V032,115.7982060821164,3,3,0,1,0,0,48.83442530008847,75.18620798533,0
C007843,2025-05-14 15:31:51.671296782,C007843_E03,14736.28,Medium,Services,V018,55.19768647132833,3,3,0,1,0,0,24.057773336545,47.61554667309,0
C007844,2025-02-28 09:30:18.170999056,C007844_E03,82415.3,Low,Maintenance,V018,95.83838083307111,3,3,0,1,0,0,45.46819992619278,46.94833241678667,0
C007845,2025-02-26 11:52:13.062965766,C007845_E03,7583.91,Medium,Maintenance,V022,51.203628601601665,3,3,0,1,0,0,22.311326523770138,41.39721150477,0
C007846,2025-08-08 14:00:47.612620317,C007846_E04,142989.39,Medium,IT Equipment,V003,95.34655906119917,4,4,1,1,0,0,30.829245895334996,41.38086164158333,1
C007847,2025-08-28 11:09:05.392570570,C007847_E03,6791.57,High,Services,V020,71.48483126960278,3,3,0,1,0,0,33.9081598469275,47.10084265333055,0
C007848,2025-02-06 17:53:16.872495080,C007848_E03,17317.95,Low,IT Equipment,V019,50.221353470855554,3,3,0,1,0,0,14.680666042456528,20.273580827826667,0
C007849,2025-02-07 12:23:56.523832986,C007849_E03,68863.0,High,Maintenance,V027,51.732367731385,3,3,0,1,0,0,24.611638934427774,45.24342423057194,1
C007850,2025-05-09 17:42:41.923259993,C007850_E03,103232.54,Medium,Services,V006,77.21164534999807,3,3,0,1,0,0,37.02625122601083,65.58463455910305,0
C007851,2025-10-31 09:42:49.244715936,C007851_E03,31223.15,Low,Maintenance,V039,161.88034575442668,3,3,0,1,0,0,46.443378569026805,69.60898329818862,1
C007852,2025-10-30 13:01:02.281306355,C007852_E03,68939.11,Low,Software,V005,69.68396702954306,3,3,0,1,0,0,26.27851584908111,51.43887115198722,0
C007853,2025-04-15 13:54:49.673239886,C007853_E04,34385.85,Low,IT Equipment,V009,171.0804647888572,4,4,1,1,0,0,55.404606411462225,121.49829165503361,0
C007854,2025-05-06 11:57:16.133596281,C007854_E04,56852.22,Medium,Services,V034,144.28781488785583,4,3,0,1,1,1,47.40348301030972,94.82329666755527,0
C007855,2025-03-26 12:49:02.091654812,C007855_E03,12029.97,Low,IT Equipment,V042,27.48391434855889,3,3,0,1,0,0,12.048151526073474,23.465822283888613,0
C007856,2025-11-05 11:11:33.599300002,C007856_E03,45748.93,Medium,Services,V009,140.35933313888944,3,3,0,1,0,0,60.31280949077973,97.25684758066667,0
C007857,2025-04-03 11:15:16.603103126,C007857_E03,43189.63,Medium,Software,V049,73.75461197309055,3,3,0,1,0,0,35.257815943682225,50.515380523725554,0
C007858,2025-07-07 09:44:46.764201089,C007858_E04,136836.14,Medium,Software,V004,140.57965672252473,4,4,1,1,0,0,45.908519334648894,68.41891303642777,0
C007859,2025-06-02 10:28:52.125250430,C007859_E03,63167.35,Medium,Services,V046,166.14781256956388,3,3,0,1,0,0,72.24892192580181,91.11444964683112,0
C007860,2025-11-27 09:28:32.133535563,C007860_E03,63574.96,Medium,Office Supplies,V017,139.14225931543416,3,3,0,1,0,0,35.14777006683778,51.23664967044667,1
C007861,2025-12-19 16:55:47.045853455,C007861_E03,89834.64,Low,IT Equipment,V034,54.42973495929306,3,3,0,1,0,0,23.559827566851666,42.450758150668335,0
C007862,2025-05-02 13:56:51.023595512,C007862_E04,40233.9,Medium,Maintenance,V007,101.11417322097554,4,3,0,1,1,1,32.109419111970276,49.317487871227776,0
C007863,2025-11-12 15:27:03.051156801,C007863_E03,23125.67,Low,Services,V029,48.45084754355583,3,3,0,1,0,0,23.193794780556665,27.25665815850389,0
C007864,2025-04-04 13:03:19.725424972,C007864_E03,118065.41,Low,IT Equipment,V010,73.05547928471445,3,3,0,1,0,0,34.437778085254024,45.46188008113111,1
C007865,2025-12-15 10:21:52.773847083,C007865_E03,99670.05,Low,Services,V001,90.69799273530083,3,3,0,1,0,0,36.01407596999889,67.6276886033925,0
C007866,2025-09-24 15:00:28.878364662,C007866_E04,160113.94,Medium,Software,V035,214.34135510129502,4,4,1,1,0,0,64.95803668018648,124.3237585373775,0
C007867,2025-04-22 12:34:25.027781255,C007867_E04,209408.1,Medium,Office Supplies,V008,142.0736188281264,4,4,1,1,0,0,41.03659298936537,69.99934467250472,0
C007868,2025-04-04 17:40:47.651596469,C007868_E03,39050.2,Low,Services,V040,78.84656988790805,3,3,0,1,0,0,35.860199983035,62.96706613329167,0
C007869,2025-09-25 09:59:25.184276270,C007869_E03,61029.9,Medium,Office Supplies,V028,48.656995632297225,3,3,0,1,0,0,22.543327527226808,22.717714445423336,0
C007870,2025-04-17 11:26:18.751070375,C007870_E04,58758.83,Low,IT Equipment,V023,239.60520863065972,4,4,1,1,0,0,78.53939704410564,122.34356465745972,0
C007871,2025-11-21 12:06:56.211533699,C007871_E03,113652.84,Low,Maintenance,V021,431.782280981583,3,3,0,1,0,0,205.64991676072376,391.3487016190586,1
C007872,2025-07-28 14:49:58.117372584,C007872_E03,90892.35,Low,Maintenance,V028,171.99947704794,3,3,0,1,0,0,83.84207136443138,89.27545792654416,1
C007873,2025-01-10 14:56:38.986629807,C007873_E04,55051.79,High,IT Equipment,V023,94.7774962860575,4,3,0,1,1,1,25.467673338831204,67.22887649074778,0
C007874,2025-11-25 09:32:09.015063203,C007874_E03,48775.85,Low,Maintenance,V029,161.86917085088973,3,3,0,1,0,0,69.50210461508986,116.91043978803778,1
C007875,2025-03-26 16:27:20.105551785,C007875_E03,86585.03,Medium,Office Supplies,V027,56.288918208829166,3,3,0,1,0,0,24.4115273767875,43.57263973728778,0
C007876,2025-12-10 16:30:42.353278962,C007876_E04,51564.86,High,IT Equipment,V042,51.345098133045,4,4,1,1,0,0,16.225035912399814,24.47313007891694,0
C007877,2025-05-19 12:57:07.678801554,C007877_E03,66083.15,Low,Maintenance,V023,141.28546633376502,3,3,0,1,0,0,70.18473831424846,75.61440728090999,0
C007878,2025-08-11 13:38:19.854968571,C007878_E03,50774.75,Medium,Maintenance,V022,95.13884860238083,3,3,0,1,0,0,45.95541912037222,88.04920072514555,0
C007879,2025-10-17 16:14:53.945852629,C007879_E03,96337.27,Low,Services,V022,102.24831829239695,3,3,0,1,0,0,48.74647634681541,50.91802632283139,0
C007880,2025-03-31 11:09:37.746039686,C007880_E03,42544.48,Medium,Maintenance,V047,167.49381834435724,3,3,0,1,0,0,82.32362405049957,91.86257386097306,0
C007881,2025-01-31 13:48:20.150413495,C007881_E03,10670.23,Medium,IT Equipment,V020,47.30559733708194,3,3,0,1,0,0,14.379953506374306,22.592432436133613,0
C007882,2025-07-10 14:19:24.848206379,C007882_E03,30002.72,Low,Software,V009,53.156902279549726,3,3,0,1,0,0,23.421721518883473,45.46893444475111,0
C007883,2025-08-12 17:38:13.209755127,C007883_E04,177772.69,Medium,Maintenance,V014,197.6370027097575,4,4,1,1,0,0,64.91110462166019,119.69962051636277,1
C007884,2025-08-07 13:07:25.170988773,C007884_E03,44716.84,Medium,Office Supplies,V050,69.1236586079925,3,3,0,1,0,0,25.575604072578056,28.0353617896825,0
C007885,2025-09-29 09:35:28.362598879,C007885_E03,59659.37,Medium,IT Equipment,V039,161.59121183302196,3,3,0,1,0,0,72.19588696173611,72.51432856580305,0
C007886,2025-07-10 17:51:22.804980769,C007886_E05,159745.34,High,Maintenance,V003,169.18966805021364,5,4,1,1,1,1,37.957153897369935,70.26729176449805,0
C007887,2025-02-18 15:42:17.364670088,C007887_E03,111201.61,Medium,Software,V015,144.70482351946887,3,3,0,1,0,0,62.4666075172693,119.73338888162499,0
C007888,2025-05-15 11:56:51.797887442,C007888_E04,95913.85,Low,Office Supplies,V048,73.78105496873388,4,4,1,1,0,0,23.375777980750467,44.68756732798389,0
C007889,2025-07-01 13:04:29.187602028,C007889_E04,132112.68,Medium,Maintenance,V022,149.07477433389667,4,4,1,1,0,0,48.566217053141024,77.98537769618223,1
C007890,2025-09-15 08:11:40.070193822,C007890_E03,48119.05,Low,Services,V006,232.02779727606168,3,3,0,1,0,0,80.97071267442263,86.29272589702722,0
C007891,2025-05-26 09:45:37.114168501,C007891_E04,82847.44,Low,Office Supplies,V006,258.26030949125027,4,3,0,1,1,1,78.59682309404629,99.30901033127333,0
C007892,2025-02-13 14:59:55.623642362,C007892_E03,11148.22,Medium,Maintenance,V018,146.1654510117672,3,3,0,1,0,0,70.9219560714807,116.04762637467888,0
C007893,2025-01-20 15:19:34.892410118,C007893_E03,44990.36,Low,Office Supplies,V039,144.32635900281056,3,3,0,1,0,0,62.348650336735695,119.67016506603555,0
C007894,2025-11-03 13:21:09.368916738,C007894_E04,56193.85,High,Services,V021,165.0192691435383,4,3,0,1,1,1,49.32532495470889,68.32878771522667,1
C007895,2025-03-06 13:26:47.552274266,C007895_E03,36887.24,High,Services,V042,70.27987563174055,3,3,0,1,0,0,26.36458311095278,47.58119987228528,1
C007896,2025-09-11 15:57:49.632543533,C007896_E04,284931.41,Low,IT Equipment,V044,241.79712015098139,4,4,1,1,0,0,73.67485631055258,138.79161470642583,0
C007897,2025-08-05 11:08:31.736636987,C007897_E04,120730.21,Medium,Maintenance,V045,191.6421490658297,4,4,1,1,0,0,56.89303114181565,117.65384633573,0
C007898,2025-07-08 09:47:30.847422674,C007898_E04,149178.44,Medium,IT Equipment,V021,193.62523539518722,4,4,1,1,0,0,63.72607319143908,136.63454684052613,1
C007899,2025-03-05 16:04:21.511519942,C007899_E03,42419.96,Medium,Software,V025,55.40597542220611,3,3,0,1,0,0,26.659578897899863,28.634491158081666,0
C007900,2026-01-06 08:31:31.558697691,C007900_E03,112610.45,Medium,Software,V046,141.52543297158084,3,3,0,1,0,0,69.28653569157083,86.95075738683194,1
C007901,2025-06-16 09:05:41.875408581,C007901_E03,35275.69,Medium,Office Supplies,V003,136.26163205793915,3,3,0,1,0,0,58.22718435335792,71.29342126265529,0
C007902,2025-06-25 14:01:10.300018555,C007902_E03,91423.82,Medium,Services,V036,51.519527782931945,3,3,0,1,0,0,23.710608086670558,26.08549980789389,0
C007903,2025-03-28 12:54:44.374655680,C007903_E03,9786.16,Medium,Office Supplies,V046,73.41232629324443,3,3,0,1,0,0,35.42699556112319,46.58934640064916,0
C007904,2025-12-12 17:18:49.915856211,C007904_E03,81211.25,High,Software,V036,51.31386551561417,3,3,0,1,0,0,24.715592460966946,44.99726389223306,0
C007905,2025-11-17 09:46:28.923033191,C007905_E03,86785.15,Medium,IT Equipment,V037,140.94136750921973,3,3,0,1,0,0,68.23197872006182,69.96832648282917,0
C007906,2025-10-03 14:42:55.151693576,C007906_E03,14227.53,Medium,IT Equipment,V001,174.21531991488223,3,3,0,1,0,0,83.7606601997425,141.90461014715473,1
C007907,2025-12-25 09:46:22.689170383,C007907_E03,110000.62,Low,IT Equipment,V024,72.43963588066194,3,3,0,1,0,0,33.78836506663944,46.14705888437583,0
C007908,2025-09-25 17:53:42.554022553,C007908_E04,34390.61,Medium,IT Equipment,V016,55.39515389515361,4,4,1,1,0,0,17.579603188826944,26.109840717899445,0
C007909,2025-11-26 17:30:41.980710499,C007909_E03,96689.54,Low,Services,V034,123.17832797513861,3,3,0,1,0,0,28.721755354381806,48.570377343259445,1
C007910,2025-07-22 13:53:28.966224696,C007910_E03,45258.7,Low,Maintenance,V012,146.05804617352666,3,3,0,1,0,0,72.71797237353181,120.71442357277499,0
C007911,2025-09-29 11:46:30.032642505,C007911_E03,46435.51,Medium,IT Equipment,V030,143.60834240069585,3,3,0,1,0,0,69.73876530464457,69.95424849186972,0
C007912,2025-05-22 10:46:46.203998933,C007912_E03,22075.04,High,Office Supplies,V026,70.11283444414805,3,3,0,1,0,0,33.823507194203195,46.94075923759972,0
C007913,2025-07-18 13:17:29.717190779,C007913_E04,68373.98,High,Office Supplies,V015,217.12492144188306,4,4,1,1,0,0,71.30214024015073,189.2966766756278,1
C007914,2025-02-26 13:03:36.936623289,C007914_E03,60075.79,High,Software,V026,49.56026017313583,3,3,0,1,0,0,23.82266104359431,28.02023787984028,0
C007915,2025-05-09 15:27:59.475480330,C007915_E04,156816.79,Medium,Services,V043,243.9665209667583,4,4,1,1,0,0,79.82205152330444,143.74280086261473,1
C007916,2025-10-31 11:16:44.427099136,C007916_E03,8096.95,Low,Office Supplies,V041,165.11234086087111,3,3,0,1,0,0,80.87674114767569,136.4746240233761,1
C007917,2025-02-07 08:50:52.964892308,C007917_E03,105188.13,Medium,Software,V035,192.3480458034189,3,3,0,1,0,0,93.84876564050987,163.66639372931667,1
C007918,2025-03-27 09:49:49.148368578,C007918_E03,79883.73,Medium,Office Supplies,V019,162.3303189912717,3,3,0,1,0,0,71.97969393765707,123.03802374643527,0
C007919,2025-07-08 10:18:45.987736347,C007919_E04,133124.02,High,IT Equipment,V015,189.3127743712075,4,4,1,1,0,0,61.62803949717547,122.28644352547417,0
C007920,2025-02-20 16:28:01.415707981,C007920_E04,153057.06,High,Office Supplies,V014,72.9670599188836,4,4,1,1,0,0,18.507698359412593,44.88822173443417,0
C007921,2025-11-03 10:45:39.460800485,C007921_E03,93853.34,Medium,Software,V020,143.59429466680137,3,3,0,1,0,0,70.4249814848375,72.90794928827027,0
C007922,2025-07-22 12:11:03.072541239,C007922_E03,68694.08,Medium,IT Equipment,V042,119.51752015034415,3,3,0,1,0,0,49.77706388998931,78.84462781521694,0
C007923,2025-12-25 14:40:20.326162021,C007923_E04,62754.65,Low,Office Supplies,V001,214.67231282278362,4,3,0,1,1,1,65.05431520070749,117.00832126965888,0
C007924,2025-07-10 16:40:31.957023370,C007924_E04,169735.4,High,Office Supplies,V012,74.00887695093611,4,4,1,1,0,0,23.87119479193917,42.90165827450861,0
C007925,2025-02-27 13:08:05.125037570,C007925_E03,34982.26,Medium,Software,V008,70.96809028821389,3,3,0,1,0,0,26.023321729979585,31.566788472631945,0
C007926,2025-11-07 15:50:40.184896186,C007926_E04,139938.01,Medium,Software,V016,103.67782913782945,4,4,1,1,0,0,33.087769548330556,63.923239450588056,0
C007927,2025-07-02 15:41:01.777386120,C007927_E03,102522.22,High,IT Equipment,V050,54.6838270517,3,3,0,1,0,0,26.092097402645557,28.268764904075834,0
C007928,2025-12-16 17:45:41.460889118,C007928_E03,26628.26,Medium,IT Equipment,V046,149.42818358031056,3,3,0,1,0,0,72.41507519411596,120.40407300373776,0
C007929,2025-02-26 08:51:54.133835497,C007929_E04,45974.41,High,IT Equipment,V019,191.69837050986027,4,4,1,1,0,0,63.43550478510667,143.63886080113446,1
C007930,2025-07-22 08:17:26.056909953,C007930_E04,328996.67,Medium,Maintenance,V014,527.6239046972091,4,4,1,1,0,0,174.4253970150419,464.04531182530667,1
C007931,2025-06-02 10:07:05.058366952,C007931_E05,169371.21,Medium,IT Equipment,V042,141.6180717685978,5,4,1,1,1,1,30.354443781769444,64.34229163782194,0
C007932,2025-06-13 13:56:04.011902877,C007932_E04,242800.31,High,IT Equipment,V003,165.43444775079917,4,4,1,1,0,0,33.024667557905836,66.7209266280739,1
C007933,2025-12-19 13:54:43.229664080,C007933_E03,43152.1,Medium,Maintenance,V040,75.91200824002223,3,3,0,1,0,0,35.54345525468042,48.994530445246944,0
C007934,2025-02-19 10:05:04.523632996,C007934_E03,55994.65,Medium,IT Equipment,V010,121.75125656472112,3,3,0,1,0,0,58.21590036397319,93.41980835005528,0
C007935,2025-07-28 15:33:59.755095260,C007935_E04,128360.63,Medium,IT Equipment,V007,457.8999319709055,4,4,1,1,0,0,151.1929417075124,337.66954262316364,1
C007936,2025-08-01 17:12:29.923148822,C007936_E04,150429.9,Medium,Services,V003,174.54164531911724,4,4,1,1,0,0,56.54658555586056,113.16739311243805,0
C007937,2025-07-29 10:04:16.079054246,C007937_E03,26031.99,Low,Software,V046,92.57113307062389,3,3,0,1,0,0,12.334196607616667,20.62229470563639,0
C007938,2025-08-06 10:43:09.791820470,C007938_E04,30221.2,High,Office Supplies,V002,164.21938661679724,4,3,0,1,1,1,48.55961721062935,113.827167074375,0
C007939,2025-05-30 16:30:08.548983215,C007939_E04,126215.35,Low,IT Equipment,V042,248.1690413842264,4,4,1,1,0,0,81.48368941392316,148.70675445627086,1
C007940,2025-04-09 15:25:56.079141046,C007940_E03,91362.5,Medium,Office Supplies,V009,29.93224420584611,3,3,0,1,0,0,12.59416980016611,20.189179038220832,0
C007941,2025-09-09 14:25:55.596392237,C007941_E03,62599.83,High,IT Equipment,V019,28.93211010895472,3,3,0,1,0,0,14.10017033255222,21.025298157263887,0
C007942,2025-10-13 12:30:21.038058015,C007942_E03,28819.65,Low,Services,V034,120.50584390500417,3,3,0,1,0,0,50.093550638266805,96.92885128207556,0
C007943,2025-07-17 17:53:06.180414833,C007943_E03,62998.2,Low,Software,V032,73.3850501152314,3,3,0,1,0,0,26.643191283799442,44.294141626804716,0
C007944,2025-09-04 11:28:12.528099756,C007944_E03,115070.16,Low,IT Equipment,V003,72.63681336104332,3,3,0,1,0,0,33.115661373735556,47.655362750937776,0
C007945,2025-08-14 17:01:25.628881688,C007945_E03,15656.63,Low,Software,V006,168.85711913380223,3,3,0,1,0,0,74.48914127419376,118.94923777475806,0
C007946,2025-04-04 16:28:15.405335773,C007946_E04,92980.93,Low,Office Supplies,V032,103.47094592660362,4,4,1,1,0,0,33.612224059540004,63.991557838205004,0
C007947,2025-08-11 16:54:56.031958050,C007947_E03,43039.93,Medium,Maintenance,V037,103.41556443279165,3,3,0,1,0,0,50.80940120416847,74.97536302523945,0
C007948,2025-02-20 16:58:27.867668668,C007948_E03,38646.27,Medium,Services,V020,75.97440768574111,3,3,0,1,0,0,36.58748983916028,47.17750817304194,0
C007949,2025-08-29 12:47:52.577622103,C007949_E04,85210.98,Medium,IT Equipment,V049,48.464604895028614,4,4,1,1,0,0,15.579707596869723,41.463817639280556,0
C007950,2025-07-01 11:51:41.420676510,C007950_E03,105425.68,Medium,Software,V044,117.52817241014168,3,3,0,1,0,0,57.299121931082226,94.49619648904834,0
C007951,2025-03-20 15:04:38.637203861,C007951_E03,39094.63,Medium,Maintenance,V004,196.07739922329472,3,3,0,1,0,0,95.26785562196139,165.9637215649739,0
C007952,2025-04-07 12:56:14.685965696,C007952_E03,93316.87,Medium,Software,V030,116.60407943491556,3,3,0,1,0,0,57.64471221383361,69.43640480372166,0
C007953,2025-10-16 17:58:05.454633216,C007953_E04,178912.74,Medium,Maintenance,V036,146.96818184256,4,4,1,1,0,0,27.0532865423262,45.25304985635999,0
C007954,2026-01-05 13:38:56.456532776,C007954_E03,72352.68,Medium,Office Supplies,V044,142.14901570354888,3,3,0,1,0,0,61.66020186965875,71.42088418326556,0
C007955,2025-04-29 10:37:05.757125796,C007955_E04,223262.6,High,Office Supplies,V020,190.45159920161,4,4,1,1,0,0,63.2075336328187,117.20309103610528,0
C007956,2025-09-10 11:52:58.220334539,C007956_E03,88278.04,Medium,Maintenance,V036,147.04950564848303,3,3,0,1,0,0,71.34200010171958,124.21718824311444,1
C007957,2025-05-09 15:39:47.077110804,C007957_E03,26356.95,Medium,IT Equipment,V040,54.66307697522333,3,3,0,1,0,0,25.599158007420833,28.702341213285276,0
C007958,2025-04-24 11:21:12.549751428,C007958_E03,36239.16,Medium,Software,V046,70.85348604206334,3,3,0,1,0,0,33.3806455006543,46.64165767623333,0
C007959,2026-01-02 13:48:05.453173284,C007959_E04,45120.48,Medium,Maintenance,V050,99.13484810369,4,4,1,1,0,0,31.361088848144444,47.15081963435333,0
C007960,2025-12-25 15:37:29.419460442,C007960_E03,63192.31,Low,Services,V036,76.29150540567832,3,3,0,1,0,0,27.806495407371667,30.77189793542472,0
C007961,2025-06-12 17:41:36.795961813,C007961_E04,120104.88,Medium,Services,V009,145.52688776717028,4,4,1,1,0,0,25.982578314806016,48.316915465224724,0
C007962,2025-02-21 10:58:25.877269203,C007962_E03,10769.19,Low,Maintenance,V031,95.97385479700084,3,3,0,1,0,0,46.29780610706055,48.23163782581472,0
C007963,2025-05-12 12:36:19.161808439,C007963_E03,79332.16,Low,Services,V022,163.93865605789972,3,3,0,1,0,0,72.8398984037918,73.82145228386861,0
C007964,2025-10-15 11:20:52.923747140,C007964_E03,36486.47,High,Services,V026,42.514701040872225,3,3,0,1,0,0,12.061275367811389,21.175188951068055,0
C007965,2025-09-10 14:12:29.016641258,C007965_E03,64949.48,Medium,Services,V036,142.70806017812723,3,3,0,1,0,0,62.7921291200464,119.48230179197834,0
C007966,2025-05-22 11:19:36.402828208,C007966_E03,33863.08,High,IT Equipment,V050,66.82677856339112,3,3,0,1,0,0,25.39310410344736,47.491077228906384,0
C007967,2025-07-22 14:23:23.232687671,C007967_E04,148330.52,Low,IT Equipment,V015,338.05645352435306,4,4,1,1,0,0,111.25513831603138,249.67048134231777,1
C007968,2025-01-10 15:45:47.562612274,C007968_E05,202735.61,High,Office Supplies,V005,198.0965451700761,5,4,1,1,1,1,49.06322948164604,92.67966354653139,0
C007969,2025-10-01 10:31:44.959698611,C007969_E04,148190.24,Medium,IT Equipment,V029,143.86248880516973,4,4,1,1,0,0,47.35882047243185,95.65826580948416,0
C007970,2025-07-31 15:50:36.520247076,C007970_E03,67146.87,Low,Software,V012,74.01014451307667,3,3,0,1,0,0,35.05551641354889,62.64838135876499,1
C007971,2025-11-20 16:37:47.382983779,C007971_E03,86874.21,Medium,Maintenance,V026,74.29649527327194,3,3,0,1,0,0,27.963468871840693,49.54126360115805,1
C007972,2025-10-30 09:42:40.376314203,C007972_E03,23682.03,Medium,Maintenance,V011,44.5445489761675,3,3,0,1,0,0,20.212502544068748,22.2207669899625,0
C007973,2025-12-03 09:26:56.678517287,C007973_E03,31235.34,High,Software,V032,116.11574403257973,3,3,0,1,0,0,55.824147094782504,86.87100150895834,0
C007974,2025-11-11 17:30:41.653078028,C007974_E03,23365.76,Medium,Maintenance,V013,104.67823696611889,3,3,0,1,0,0,50.67879590419875,99.57694834300916,1
C007975,2025-12-03 11:04:51.805698486,C007975_E03,58261.46,Medium,IT Equipment,V012,44.247723805134996,3,3,0,1,0,0,12.904849768386667,19.6754227629825,0
C007976,2025-01-16 15:26:46.583670168,C007976_E03,84889.8,High,Software,V023,51.27960657504667,3,3,0,1,0,0,24.34276924679333,26.095330998016944,0
C007977,2025-06-27 15:45:14.571760410,C007977_E04,32309.96,Medium,IT Equipment,V029,169.58738104455833,4,3,0,1,1,1,55.43956303928149,111.36187545847528,0
C007978,2026-01-01 10:17:36.810075426,C007978_E03,10964.45,Medium,Maintenance,V015,141.293558354285,3,3,0,1,0,0,68.84260007910542,119.91803400500639,0
C007979,2025-03-14 16:17:38.317678168,C007979_E03,82662.43,Low,IT Equipment,V016,98.62731046615778,3,3,0,1,0,0,38.76171571501472,53.29124868399361,0
C007980,2025-04-10 16:00:10.663544601,C007980_E03,6536.05,Medium,Maintenance,V037,73.33629542905584,3,3,0,1,0,0,35.117351100598334,44.8060517192375,0
C007981,2025-03-03 14:24:24.474475642,C007981_E03,111334.32,Medium,IT Equipment,V040,168.07346513212278,3,3,0,1,0,0,74.24383507714708,77.53684600495889,0
C007982,2025-01-22 15:25:47.956087958,C007982_E03,31664.62,Medium,IT Equipment,V023,48.92998780221056,3,3,0,1,0,0,23.329433918489723,41.36255059618139,0
